FID,Person Key,Crash Key,FDOT Crash Number,FLHSMV Crash Number,Crash Date,Crash Time,Crash Time Slot,Crash Day,FDOT Managing District,FDOT County Code,County,FDOT Roadway ID,FDOT Mile Post,Road System,SSO Latitude,SSO Longitude,CITY,Person Type Code,Person Type,Person Gender Code,Person Gender,Person Age,Person Injury Code,Person Injury,Person Location Code,Person Location at Crash Time,Person Action Code,Person Action Prior to Crash,Person Action/Circumstance Code,Person Action/Circumstance,Suspected Alcohol Code,Suspected Alcohol Use,Suspected Drug Code,Suspected Drug Use,x,y
72,2016-814551160-2,2016-814551160,814551160,81455116,8/22/2016 15:19,3:19 PM,6: 3P-6P,1: Sun,4,93,Palm Beach,93000000,0,Off-system,26.60574,-80.093628,Jacksonville,1,Pedestrian,2,Female,5,4,Serious (Incapacitating),77,Other,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8915982.182,3074300.545
73,2016-814557050-2,2016-814557050,814557050,81455705,10/2/2016 12:00,12:00 PM,5: 12P-3P,7: Sat,4,93,Palm Beach,93180000,4.491,On-system,26.619019,-80.1324672,Jacksonville,1,Pedestrian,2,Female,79,5,Fatal,10,Driveway access,1,Crossing roadway,1,No improper action,1,No,1,No,-8920305.744,3075953.92
74,2016-814563480-2,2016-814563480,814563480,81456348,11/20/2016 3:35,3:35 AM,2: 3A-6A,7: Sat,4,93,Palm Beach,93000000,0,Off-system,26.331997,-80.131225,Jacksonville,1,Pedestrian,1,Male,47,5,Fatal,77,Other,1,Crossing roadway,3,Failure to yield right-of-way,88,Unknown,88,Unknown,-8920167.462,3040259.238
75,2016-814571840-2,2016-814571840,814571840,81457184,9/17/2016 3:08,3:08 AM,2: 3A-6A,6: Fri,4,93,Palm Beach,93000000,0,Off-system,26.608825,-80.065337,Jacksonville,1,Pedestrian,1,Male,34,4,Serious (Incapacitating),9,Median/crossing island,1,Crossing roadway,2,Dart/dash,2,Yes,88,Unknown,-8912832.842,3074684.643
76,2016-814581810-2,2016-814581810,814581810,81458181,9/16/2016 12:42,12:42 PM,5: 12P-3P,5: Thr,4,93,Palm Beach,93180000,3.89,On-system,26.619173,-80.1421968,Jacksonville,3,Bicyclist,1,Male,33,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,77,Other,1,No,1,No,-8921388.838,3075973.095
77,2016-814584570-2,2016-814584570,814584570,81458457,10/4/2016 21:03,9:03 PM,8: 9P-12A,2: Mon,4,93,Palm Beach,93210000,19.988,On-system,26.6179733,-80.204781,Jacksonville,3,Bicyclist,1,Male,47,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8928355.681,3075823.712
78,2016-814584590-2,2016-814584590,814584590,81458459,10/11/2016 20:50,8:50 PM,7: 6P-9P,2: Mon,4,93,Palm Beach,93000000,0,Off-system,26.651707,-80.224133,Jacksonville,1,Pedestrian,1,Male,78,5,Fatal,4,Midblock (marked crosswalk),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8930509.937,3080024.736
79,2016-814594410-2,2016-814594410,814594410,81459441,10/8/2016 2:12,2:12 AM,1: 12A-3A,6: Fri,4,93,Palm Beach,93000000,0,Off-system,26.656968,-80.242239,Jacksonville,1,Pedestrian,2,Female,45,4,Serious (Incapacitating),10,Driveway access,88,Unknown,5,"In roadway improperly (standing, lying, working, playing)",2,Yes,88,Unknown,-8932525.488,3080680.027
80,2016-814599370-2,2016-814599370,814599370,81459937,10/20/2016 0:06,12:06 AM,1: 12A-3A,4: Wed,4,93,Palm Beach,93000000,0,Off-system,26.66861,-80.08267,Jacksonville,1,Pedestrian,1,Male,17,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8914762.343,3082130.218
81,2016-814599370-3,2016-814599370,814599370,81459937,10/20/2016 0:06,12:06 AM,1: 12A-3A,4: Wed,4,93,Palm Beach,93000000,0,Off-system,26.66861,-80.08267,Jacksonville,1,Pedestrian,2,Female,16,4,Serious (Incapacitating),5,Travel lane (other location),6,"In roadway, other (working, playing, etc)",5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8914762.343,3082130.218
82,2016-814600270-2,2016-814600270,814600270,81460027,10/6/2016 12:33,12:33 PM,5: 12P-3P,4: Wed,4,93,Palm Beach,93000000,0,Off-system,26.625056,-80.14624,Jacksonville,3,Bicyclist,1,Male,61,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8921838.925,3076705.653
83,2016-814613840-2,2016-814613840,814613840,81461384,10/21/2016 12:11,12:11 PM,5: 12P-3P,5: Thr,4,93,Palm Beach,93070000,0,On-system,26.606564,-80.113929,Jacksonville,3,Bicyclist,1,Male,39,4,Serious (Incapacitating),8,Sidewalk,5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-8918242.08,3074403.136
84,2016-814616390-2,2016-814616390,814616390,81461639,11/6/2016 13:29,1:29 PM,5: 12P-3P,7: Sat,4,93,Palm Beach,93000000,0,Off-system,26.623616,-80.137155,Jacksonville,1,Pedestrian,1,Male,63,4,Serious (Incapacitating),10,Driveway access,1,Crossing roadway,2,Dart/dash,1,No,1,No,-8920827.587,3076526.339
85,2016-814616790-1,2016-814616790,814616790,81461679,11/25/2016 17:40,5:40 PM,6: 3P-6P,5: Thr,4,93,Palm Beach,93000000,0,Off-system,26.644261,-80.120706,Jacksonville,3,Bicyclist,1,Male,53,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8918996.493,3079097.343
86,2016-814618190-2,2016-814618190,814618190,81461819,10/28/2016 9:40,9:40 AM,4: 9A-12P,5: Thr,4,93,Palm Beach,93842000,0,On-system,26.59082,-80.188207,Jacksonville,3,Bicyclist,1,Male,80,4,Serious (Incapacitating),10,Driveway access,1,Crossing roadway,1,No improper action,1,No,1,No,-8926510.672,3072443.077
87,2016-814620360-2,2016-814620360,814620360,81462036,11/21/2016 23:40,11:40 PM,8: 9P-12A,1: Sun,4,93,Palm Beach,93000000,0,Off-system,26.589381,-80.141644,Jacksonville,3,Bicyclist,1,Male,18,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,2,Dart/dash,1,No,1,No,-8921327.301,3072263.942
88,2016-814628690-2,2016-814628690,814628690,81462869,11/14/2016 7:30,7:30 AM,3: 6A-9A,1: Sun,4,93,Palm Beach,93070000,0,On-system,26.487844,-80.123039,Jacksonville,3,Bicyclist,1,Male,58,4,Serious (Incapacitating),2,Intersection (unmarked crosswalk),1,Crossing roadway,77,Other,1,No,1,No,-8919256.201,3059629.658
89,2016-814634710-2,2016-814634710,814634710,81463471,12/21/2016 19:33,7:33 PM,7: 6P-9P,3: Tue,4,93,Palm Beach,93016000,4.386,On-system,26.6521651,-80.1327901,Jacksonville,1,Pedestrian,2,Female,38,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-8920341.689,3080081.795
90,2016-814646070-2,2016-814646070,814646070,81464607,12/3/2016 15:01,3:01 PM,6: 3P-6P,6: Fri,4,93,Palm Beach,93000000,0,Off-system,26.629294,-80.136879,Jacksonville,1,Pedestrian,1,Male,5,4,Serious (Incapacitating),10,Driveway access,6,"In roadway, other (working, playing, etc)",2,Dart/dash,1,No,1,No,-8920796.863,3077233.396
91,2016-814649740-2,2016-814649740,814649740,81464974,12/25/2016 11:39,11:39 AM,4: 9A-12P,7: Sat,4,93,Palm Beach,93000000,0,Off-system,26.702308,-80.098519,Jacksonville,1,Pedestrian,1,Male,42,4,Serious (Incapacitating),10,Driveway access,77,Other,77,Other,2,Yes,1,No,-8916526.646,3086328.658
92,2016-814654020-2,2016-814654020,814654020,81465402,12/14/2016 9:25,9:25 AM,4: 9A-12P,3: Tue,4,93,Palm Beach,93280000,5.043,On-system,26.7069188,-80.119149,Jacksonville,1,Pedestrian,1,Male,88,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8918823.168,3086903.215
93,2016-814655070-2,2016-814655070,814655070,81465507,12/29/2016 18:43,6:43 PM,7: 6P-9P,4: Wed,4,93,Palm Beach,93000000,0,Off-system,26.611355,-80.146753,Jacksonville,1,Pedestrian,2,Female,51,5,Fatal,5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",88,Unknown,88,Unknown,-8921896.032,3074999.648
94,2016-814670670-2,2016-814670670,814670670,81467067,12/30/2016 20:55,8:55 PM,7: 6P-9P,5: Thr,4,93,Palm Beach,93000000,0,Off-system,26.621216,-80.060121,Jacksonville,1,Pedestrian,1,Male,5,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,1,No,1,No,-8912252.199,3076227.488
95,2016-817280110-1,2016-817280110,817280110,81728011,8/3/2016 7:00,7:00 AM,3: 6A-9A,3: Tue,4,86,Broward,86531501,0,On-system,26.019386,-80.122215,Jacksonville,1,Pedestrian,1,Male,80,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8919164.472,3001482.769
96,2016-817285990-1,2016-817285990,817285990,81728599,5/13/2016 15:41,3:41 PM,6: 3P-6P,5: Thr,4,86,Broward,86220000,3.703,On-system,26.0255152,-80.2486895,Jacksonville,1,Pedestrian,2,Female,90,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8933243.553,3002242.042
97,2016-819088110-2,2016-819088110,819088110,81908811,1/18/2016 14:33,2:33 PM,5: 12P-3P,1: Sun,5,36,Marion,36000000,0,Off-system,29.189855,-82.147442,Jacksonville,3,Bicyclist,2,Female,10,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9144611.787,3399833.284
98,2016-819089000-2,2016-819089000,819089000,81908900,1/25/2016 18:47,6:47 PM,7: 6P-9P,1: Sun,5,36,Marion,36000000,0,Off-system,29.168281,-82.16885,Jacksonville,1,Pedestrian,1,Male,59,4,Serious (Incapacitating),3,Intersection (other),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-9146994.915,3397082.618
99,2016-819090250-2,2016-819090250,819090250,81909025,2/3/2016 19:00,7:00 PM,7: 6P-9P,3: Tue,5,36,Marion,36004000,0.013,On-system,29.1731107,-82.1596123,Jacksonville,3,Bicyclist,1,Male,45,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,2,Dart/dash,1,No,1,No,-9145966.579,3397698.35
100,2016-819091760-2,2016-819091760,819091760,81909176,2/15/2016 19:27,7:27 PM,7: 6P-9P,1: Sun,5,36,Marion,36000000,0,Off-system,29.206108,-82.123614,Jacksonville,1,Pedestrian,1,Male,35,4,Serious (Incapacitating),77,Other,77,Other,3,Failure to yield right-of-way,1,No,1,No,-9141959.265,3401905.91
101,2016-819094290-2,2016-819094290,819094290,81909429,3/6/2016 22:06,10:06 PM,8: 9P-12A,7: Sat,5,36,Marion,36000000,0,Off-system,29.19715,-82.129682,Jacksonville,1,Pedestrian,1,Male,52,5,Fatal,5,Travel lane (other location),1,Crossing roadway,5,"In roadway improperly (standing, lying, working, playing)",2,Yes,2,Yes,-9142634.752,3400763.521
102,2016-819552660-2,2016-819552660,819552660,81955266,11/30/2016 8:05,8:05 AM,3: 6A-9A,3: Tue,8,16,Polk,16470031,0.047,On-system,28.0003514,-81.9007102,Jacksonville,3,Bicyclist,1,Male,67,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,1,No,1,No,-9117145.716,3249018.749
103,2016-819622170-4,2016-819622170,819622170,81962217,8/22/2016 20:32,8:32 PM,7: 6P-9P,1: Sun,7,10,Hillsborough,10160000,0.792,On-system,28.0072121,-82.5050069,Jacksonville,3,Bicyclist,1,Male,21,5,Fatal,5,Travel lane (other location),4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),2,Dart/dash,88,Unknown,88,Unknown,-9184415.736,3249883.755
104,2016-819658020-2,2016-819658020,819658020,81965802,5/28/2016 8:35,8:35 AM,3: 6A-9A,6: Fri,7,14,Pasco,14000000,0,Off-system,28.390176,-82.289303,Jacksonville,3,Bicyclist,1,Male,57,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9160403.683,3298256.382
105,2016-820284780-1,2016-820284780,820284780,82028478,10/31/2016 6:54,6:54 AM,3: 6A-9A,1: Sun,6,87,Miami-Dade,87044000,0.352,On-system,25.7320466,-80.3804042,Jacksonville,1,Pedestrian,1,Male,70,5,Fatal,7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),3,Failure to yield right-of-way,88,Unknown,88,Unknown,-8947905.97,2965932.016
106,2016-820579990-2,2016-820579990,820579990,82057999,6/29/2016 19:15,7:15 PM,7: 6P-9P,3: Tue,7,10,Hillsborough,10190000,0.754,On-system,27.9400746,-82.5524748,Jacksonville,3,Bicyclist,1,Male,44,5,Fatal,7,Shoulder/roadside,7,Adjacent to roadway (shoulder median),1,No improper action,1,No,1,No,-9189699.84,3241421.318
107,2016-821479660-2,2016-821479660,821479660,82147966,8/22/2016 6:12,6:12 AM,3: 6A-9A,1: Sun,5,70,Brevard,70008000,2.806,On-system,28.1777745,-80.6060355,Jacksonville,3,Bicyclist,1,Male,71,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-8973023.146,3271406.298
108,2016-821854490-2,2016-821854490,821854490,82185449,3/10/2016 17:53,5:53 PM,6: 3P-6P,4: Wed,6,90,Monroe,90000000,0,Off-system,24.57276,-81.742234,Jacksonville,3,Bicyclist,1,Male,12,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9099504.21,2823358.889
109,2016-822338990-2,2016-822338990,822338990,82233899,5/23/2016 6:19,6:19 AM,3: 6A-9A,1: Sun,3,57,Okaloosa,57040000,12.297,On-system,30.5202245,-86.5016434,Jacksonville,3,Bicyclist,1,Male,43,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9629319.414,3570597.393
110,2016-822519230-2,2016-822519230,822519230,82251923,11/22/2016 7:24,7:24 AM,3: 6A-9A,2: Mon,2,74,Nassau,74060000,3.097,On-system,30.6266162,-81.5497663,Jacksonville,1,Pedestrian,1,Male,32,5,Fatal,77,Other,1,Crossing roadway,2,Dart/dash,1,No,1,No,-9078078.819,3584353.253
111,2016-822633600-2,2016-822633600,822633600,82263360,6/8/2016 4:50,4:50 AM,2: 3A-6A,3: Tue,7,10,Hillsborough,10150000,6.722,On-system,27.9964126,-82.5513219,Jacksonville,1,Pedestrian,1,Male,83,5,Fatal,5,Travel lane (other location),1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-9189571.5,3248522.161
112,2016-822849440-4,2016-822849440,822849440,82284944,7/8/2016 22:16,10:16 PM,8: 9P-12A,5: Thr,3,46,Bay,46020003,8.772,On-system,30.1423226,-85.5912482,Jacksonville,1,Pedestrian,2,Female,39,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,2,Dart/dash,2,Yes,88,Unknown,-9527974.653,3521857.957
113,2016-822849720-2,2016-822849720,822849720,82284972,10/18/2016 21:03,9:03 PM,8: 9P-12A,2: Mon,3,46,Bay,46020000,12.447,On-system,30.1217478,-85.592623,Jacksonville,1,Pedestrian,2,Female,44,5,Fatal,5,Travel lane (other location),1,Crossing roadway,77,Other,88,Unknown,88,Unknown,-9528127.695,3519209.727
114,2016-823974760-1,2016-823974760,823974760,82397476,7/11/2016 20:53,8:53 PM,7: 6P-9P,1: Sun,2,78,St Johns,78040000,13.695,On-system,29.8593315,-81.2813924,Jacksonville,3,Bicyclist,1,Male,24,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-9048203.561,3485481.731
115,2016-823977060-2,2016-823977060,823977060,82397706,5/3/2016 16:55,4:55 PM,6: 3P-6P,2: Mon,2,78,St Johns,78000000,0,Off-system,29.92035,-81.34457,Jacksonville,3,Bicyclist,2,Female,69,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9055236.462,3493316.41
116,2016-823991900-2,2016-823991900,823991900,82399190,2/2/2016 12:56,12:56 PM,5: 12P-3P,2: Mon,2,78,St Johns,78020000,9.511,On-system,30.031877,-81.4093952,Jacksonville,3,Bicyclist,1,Male,36,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9062452.772,3507648.726
117,2016-824007760-2,2016-824007760,824007760,82400776,4/21/2016 16:19,4:19 PM,6: 3P-6P,4: Wed,2,78,St Johns,78000000,0,Off-system,29.877013,-81.330064,Jacksonville,3,Bicyclist,1,Male,62,4,Serious (Incapacitating),5,Travel lane (other location),4,Walking/cycling along roadway against traffic (in/adjacent to travel lane),77,Other,88,Unknown,88,Unknown,-9053621.66,3487751.514
118,2016-824007810-3,2016-824007810,824007810,82400781,5/5/2016 12:00,12:00 PM,5: 12P-3P,4: Wed,2,78,St Johns,78000000,0,Off-system,29.782991,-81.2594,Jacksonville,3,Bicyclist,2,Female,53,4,Serious (Incapacitating),7,Shoulder/roadside,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-9045755.377,3475686.472
119,2016-824742380-2,2016-824742380,824742380,82474238,12/17/2016 11:47,11:47 AM,4: 9A-12P,6: Fri,5,70,Brevard,70160000,5.21,On-system,28.6079823,-80.8110906,Jacksonville,1,Pedestrian,2,Female,38,4,Serious (Incapacitating),77,Other,6,"In roadway, other (working, playing, etc)",77,Other,1,No,88,Unknown,-8995849.784,3325845.637
120,2016-825623260-2,2016-825623260,825623260,82562326,10/26/2016 10:50,10:50 AM,4: 9A-12P,3: Tue,4,93,Palm Beach,93000000,0,Off-system,26.374657,-80.10302,Jacksonville,1,Pedestrian,2,Female,19,4,Serious (Incapacitating),4,Midblock (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8917027.695,3045558.904
121,2016-826268590-2,2016-826268590,826268590,82626859,2/10/2016 16:48,4:48 PM,6: 3P-6P,3: Tue,4,93,Palm Beach,93000009,0,Off-system,26.335593,-80.110663,Jacksonville,1,Pedestrian,2,Female,59,4,Serious (Incapacitating),1,Intersection (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,1,No,-8917878.51,3040705.895
122,2016-826268970-2,2016-826268970,826268970,82626897,2/12/2016 11:49,11:49 AM,4: 9A-12P,5: Thr,4,93,Palm Beach,93000000,0,Off-system,26.394047,-80.1265,Jacksonville,3,Bicyclist,1,Male,84,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-8919641.477,3047968.377
123,2016-826273570-3,2016-826273570,826273570,82627357,3/11/2016 8:43,8:43 AM,3: 6A-9A,5: Thr,4,93,Palm Beach,93060000,4.587,On-system,26.3868246,-80.0672595,Jacksonville,3,Bicyclist,1,Male,69,4,Serious (Incapacitating),5,Travel lane (other location),1,Crossing roadway,10,Improper turn/merge,1,No,1,No,-8913046.853,3047070.848
124,2016-826273860-2,2016-826273860,826273860,82627386,3/13/2016 21:29,9:29 PM,8: 9P-12A,7: Sat,4,93,Palm Beach,93000000,0,Off-system,26.389316,-80.084707,Jacksonville,1,Pedestrian,1,Male,63,4,Serious (Incapacitating),5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),5,"In roadway improperly (standing, lying, working, playing)",1,No,1,No,-8914989.1,3047380.448
125,2016-826279980-2,2016-826279980,826279980,82627998,4/19/2016 9:14,9:14 AM,4: 9A-12P,2: Mon,4,93,Palm Beach,93004000,7.142,On-system,26.3615136,-80.0899705,Jacksonville,4,Other cyclist,1,Male,46,4,Serious (Incapacitating),4,Midblock (marked crosswalk),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),4,"Failure to obey traffic signs, signals, officer",1,No,1,No,-8915575.03,3043925.887
126,2016-826281740-2,2016-826281740,826281740,82628174,5/1/2016 16:37,4:37 PM,6: 3P-6P,7: Sat,4,93,Palm Beach,93010000,1.889,On-system,26.3522533,-80.0863758,Jacksonville,1,Pedestrian,2,Female,61,4,Serious (Incapacitating),77,Other,1,Crossing roadway,3,Failure to yield right-of-way,1,No,1,No,-8915174.87,3042775.441
127,2016-826285630-2,2016-826285630,826285630,82628563,5/27/2016 21:25,9:25 PM,8: 9P-12A,5: Thr,4,93,Palm Beach,93010000,3.688,On-system,26.3759854,-80.0763204,Jacksonville,3,Bicyclist,1,Male,45,5,Fatal,9,Median/crossing island,1,Crossing roadway,2,Dart/dash,2,Yes,1,No,-8914055.508,3045723.963
128,2016-826294460-3,2016-826294460,826294460,82629446,8/6/2016 18:14,6:14 PM,7: 6P-9P,6: Fri,4,93,Palm Beach,93060000,2.474,On-system,26.3562566,-80.070446,Jacksonville,3,Bicyclist,1,Male,66,4,Serious (Incapacitating),6,Bicycle lane,3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-8913401.572,3043272.777
129,2016-826295230-2,2016-826295230,826295230,82629523,8/12/2016 9:01,9:01 AM,4: 9A-12P,5: Thr,4,93,Palm Beach,93000000,0,Off-system,26.401753,-80.132628,Jacksonville,3,Bicyclist,1,Male,92,5,Fatal,5,Travel lane (other location),3,Walking/cycling along roadway with traffic (in/adjacent to travel lane),1,No improper action,1,No,1,No,-8920323.643,3048926.065
130,2016-826300210-3,2016-826300210,826300210,82630021,9/14/2016 21:09,9:09 PM,8: 9P-12A,3: Tue,4,93,Palm Beach,93010000,4.409,On-system,26.3864752,-80.0764381,Jacksonville,1,Pedestrian,1,Male,54,5,Fatal,1,Intersection (marked crosswalk),1,Crossing roadway,4,"Failure to obey traffic signs, signals, officer",88,Unknown,88,Unknown,-8914068.61,3047027.429
131,2016-826314090-3,2016-826314090,826314090,82631409,12/17/2016 8:21,8:21 AM,3: 6A-9A,6: Fri,4,93,Palm Beach,93060000,1.321,On-system,26.3396107,-80.0720605,Jacksonville,1,Pedestrian,1,Male,34,4,Serious (Incapacitating),5,Travel lane (other location),5,Walking/cycling on sidewalk,1,No improper action,1,No,1,No,-8913581.298,3041204.947
132,2016-826530600-2,2016-826530600,826530600,82653060,2/5/2016 7:49,7:49 AM,3: 6A-9A,5: Thr,1,17,Sarasota,17030000,5.062,On-system,27.3455562,-82.6025607,Jacksonville,1,Pedestrian,1,Male,59,4,Serious (Incapacitating),4,Midblock (marked crosswalk),1,Crossing roadway,1,No improper action,1,No,88,Unknown,-9195275.377,3166711.793
